cleaned_text,labels
when i was getting up i found a live cockroach in my bedroom,disgust
the mother of a friend of mine passed by me and saw me sitting on a boys lap i tried to greet her but could not help blushing,shame
a friend of mine had the sleeves of a leather coat stolen from his car it was me who had left them there for everyone to see,guilt
the final marks were to be given in the morning i wanted to get there late because i was very afraid when i arrived there everybody was very happy and i had also passed we had a wonderful time all day long,joy
i went to visit a friend in hospital he was going to be operated the next day i was afraid that they would not let me in and i did not know what his reaction would be on seeing me,fear
a friend of mine played a joke on another friend over the telephone this friend crying called me and i got very angry and made the other person apologize,anger
a friend of mine told me that my boyfriend had been with another girl this summer we had been going out together for four years and we had not done so for the last three months i could not believe it,sadness
i was at a friends place for lunch and she fell ill and vomited,disgust
i was dancing in a theatre i was not sure whether some friends of mine had come to see me i was very scared of doing things wrong,shame
classes were over and i wanted to go home a friend of mine asked me to wait for half an hour to take him back home i said no,guilt
on holiday seeing the landscape in german,joy
travelling by coach on a rather narrow and wet road,fear
they wanted me to pay for a ticket twice because they said that the one i had was out of date,anger
when i came back from my holidays,sadness
when i saw an insect going up my arm,disgust
when i entered a bar looking for a friend,shame
arguing with my younger cousin she is rather a nuisance but i felt sorry,guilt
when some friends of mine asked me to go camping with them for a fortnight,joy
once when i was very young my mother left me alone in the house and came back very late,fear
when my aunt told me angrily that i was a goodfornothing and she was fed up with my behavior,anger
when my parents and sister went on a trip and i was separated from them for about three months,sadness
when a person i did not know hurt a friend of mine,disgust
when the literature teacher made me recite a poem in the middle of the class and i had to gesticulate,shame
once when i arrived home very late my parents had an argument because of this my mother wanted to stand up for me,guilt
i phoned a friend of mine to ask her for news about the marks in an exam she told me that i had passed,joy
i was spending my summer holidays in a village my friend and i were coming back from a discotheque at night and we heard a noise from an alley we were very scared and we got into my friends house a moment later an unknown car picked up a person from this alley,fear
my mother and i had an argument over buying some clothes for me she did not accept the fact that i did not like the same things as her and we ended up shouting at each other,anger
one day i was home and there was a phone call informing me that some of my relatives had died in an accident,sadness
when i saw a film in which there was a scene where women were cut to pieces above all it was the blood and the confusion which impressed me most,disgust
i was walking to school and i passed by a red cross post where there were many soldiers they began to pass remarks at me,shame
a friend of mine trusted me to back her in a decision she had made but when the moment came i did not agree with her opinion,guilt
i was told that i had passed the statistics exam i had not expected this so i was very happy,joy
when my brother hit his head and lost consciousness at the sports practice for some time he could not remember what had happened but he recovered later,fear
i get angry with my brothers and sisters when they do something that i do not like they know this and still do it so as to tease me,anger
when my grandfather died,sadness
when opened a box of biscuits and found worms inside,disgust
when i was young i was told to to the shop to buy a dozen eggs i went and asked for one egg and the people in the shop laughed at me and so did my family when i told them what had happened,shame
when i arrived home late at night i know that my mother gets worried and this made me feel angry,guilt
when i spoke to my daughter and wished her luck for the examinations she was about to take,joy
when i was told that my daughter who is at a boarding school was very ill and that they needed me there the same day,fear
one day in a clinic the father of a child came in and assaulted a colleague for something that she had not done deliberately,anger
when i was told that my uncle had passed away,sadness
the transport to pick us up for lunch was always late and the driver made the same excuse every day,disgust
one day when i came back home i found my favorite dish broken i blamed the servant for it later i found out that it was not the servant but my daughter who had broken it,shame
when i did not give back a text book to a friend in time,guilt
when a cousin of mine was discharged from the hospital after a long illness i had thought that this illness would never end,joy
when a man who had a knife grabbed me and threatened me with it during my holidays in monte,fear
a certain friend tried to push me off a seat in a very violent way for no apparent reason it may be that he was excited about something,anger
when the neighbor of a friend of mine was stabbed to death by thieves in able they stole his van,sadness
when we were young a friend of mine tried to dissect a frog while we were playing near his home,disgust
the time i shouted at most of my friends at a party it was as if all my friends had done something wrong or may be it was the influence of the beer,shame
when i blamed my niece for misplacing my book she denied having touched or seen it but i carried on insisting that it was her,guilt
after going through much shame i became a christian and something new happened in my heart joy that overflows was manifest in me,joy
when i was about six years old i mistook a cat for a leopard when it entered my room at night,fear
when a person the same age as me insisted that i call him mister i refused to succumb but he persisted and i got angry as he had belittled me,anger
when i lost my father on the of he died of a sore on the leg,sadness
when i failed the grade twice and only passed it the third time,disgust
i was going around with a foreigners wife and my entire family got to know about it this was just when i had become a christian,shame
when they found out that i was absent from school i had gone to the girls secondary school,guilt
when i first passed a job interview,joy
i was almost caught in the girls hostel by the security men i would have been expelled from school had i been caught,fear
when i was accused of having refused to do some hostel work while i was at school actually i had not been allocated any work,anger
a friend of mine could not make it back to unit after having failed the exams,sadness
i usually come back home early but this day i came home back late to find some visitors at my place,disgust
i got pass marks in the his compulsory courses while most people performed well,shame
i destroyed my stepbrothers bedsheets by mistake they were the only ones he had,guilt
when i heard that i had made it to the second year at unit,joy
when my fathers home was to be broken into by thieves who had guns,fear
when a friend tried to back bite me on false grounds this made me wonder if he was a really a good friend,anger
when my girlfriends nephew passed away,sadness
when someone whom i trusted disappointed me terribly,disgust
i was with my colleagues and we met an elderly man who was very drunk as he approached us he started to undress,shame
when i lied to my mum who later came to know that what i had been telling her was false,guilt
when i hooked a girl in kite she was very beautiful for my standards a rare bird of this kind accepted me as a boyfriend,joy
when someone tried to bewitch me and my friends at night,fear
when i was victimized for running away with a girl who was somebody else wife and niece at the same time i was very angry over this issue because i was told to pay him money after having been punished for it,anger
sowed uprising in south africa and the racist guts reaction to the students demands concerning the educational system,sadness
when i got grade c in at the end of my first year at unit i had expected a c or a b as is easy going by my capacity in mathematics,disgust
when i was found urinating behind a toilet instead of inside it by my class mates and the teachers i was told to pick up my own urine from the wet soil i did it,shame
when my uncle found me having sexual intercourse with a distant relative of mine in the sitting room on the couch i failed to stop and get up i carried on,guilt
when i was accepted for further education here at the university,joy
when i was walking at night i saw fire suspended in the air and it was split into several segments by something i could not see i suspected that it was witchcraft,fear
when i was accused by my brother of having stolen a kwacha note from my mothers bag i was beaten up for this the money was found later,anger
when i received a message that my brother was seriously ill and was in hospital,sadness
when i was refused a transfer from my school to another simply because it was far away from my house,disgust
when i was taking an exam in grade the examination found me with a notebook and accused me of copying all the students laughed at me,shame
when i was caught stealing mangoes in a certain compound,guilt
when i got first division in the exams before leaving school,joy
when i went to town in a double deeper bus the bus was about to fall on the way when the driver controlled it it had almost fallen,fear
when i was in form my aunts lied to my daddy telling him that i had told them that i was pregnant my daddy told my mother and she asked me if it was true i was very angry with my aunts,anger
when i received a letter telling me that my mother was very ill,sadness
when a drunkard in town yelled at me saying that i was a prostitute,disgust
my brother came to see me and found me with a boy friend when my boyfriend greeted him he did not answer and instead started shouting at me and scolding me in the presence of my boyfriend,shame
when i went to my roommates drawer to see if she had an iron which i could use she came in i felt guilty as she may have thought that i had been stealing,guilt
when i had my four children,joy
when two of my children were critically ill with measles,fear
when i got a low grade in an administration course,anger
when i got divorced from my husband after ten years of marriage,sadness
when my mother betrayed me by obtaining money from my husband when we were separated pending divorce,disgust
when i gave my boyfriend a brushoff,shame
when i beat up my son for having beaten up his sister,guilt
this happened when i went to check my first year results i had thought that i would fail and i found that i had a clear pass in all my courses,joy
when i woke up at night to find a fire spreading towards the bed rooms i was very frightened as i realized that i faced death,fear
when a friend of mine was trying to make a fool out of me,anger
i experienced this emotion when my friend committed suicide after we had spent the afternoon playing and discussing life and its problems,sadness
when i heard of the assassination of the india primeminister india sandhi,disgust
when i got drunk at a party and made a fool of myself by vomiting all over the place and insulting the people who were there with me,shame
when i was caught sneaking back into the house at night after having gone to a disco without permission,guilt
when i was told that i had passed the exams,joy
when a thief broke into my house at night,fear
when my sister broke my china tea set,anger
i felt very sad when my son died after a short illness,sadness
i met my best friends husband with a prostitute,disgust
when i failed to answer a simple question,shame
my brother wanted money but i refused to give it to him two days later he stole it from my father,guilt
when i learnt that i was selected for form i,joy
when i was nearly beaten up by the brother of my girlfriend,fear
when i heard that my girlfriend was talking behind my back and looking down on me,anger
when a friend who has been with me at school failed to make it to unit,sadness
when my girlfriend told me that she was no longer interested in me,disgust
i choked on a cold drink in front of girls who were strangers,shame
when i was caught with my girlfriend in the house at night,guilt
when i passed the grade exam,joy
when i was told by the doctor after many months of coughing that i had tuberculosis,fear
when a cousin of mine took my bottle of to tablets put water in it and threw it in the dustbin,anger
this happened when one of my uncles died just what i was planning to go and visit him during the next holidays,sadness
when i realized that my closest friend had said bad things about me when i was not around and had betrayed me by making friends with my boyfriends other girl,disgust
when five of my friends at the secondary school found out the bad things that i had been saying about them,shame
when my mother returned from a holiday i told her a lie i my father had brought another woman home while she was away,guilt
the time i qualified to enter secondary school,joy
one evening i saw the old guardian i knew change into something inhuman for about seconds this really frightened me,fear
when i was mistakenly accused of being a thief when i accidently gave a fake coin at a counter i realized this before i handed over the coin but the man called me a thief and called a witness,anger
the day i woke up to find that a kitten i had wanted to keep had been eaten by the neighbors dogs it had been locked out by my wife who claimed that it had dirtied the sheets,sadness
the day i was forced to use a public convenience place in town it was so filthy that it really made me sick,disgust
my mother caught me stealing some food when i was a young boy,shame
when i gave in to what my wife wanted and locked the cat out it was killed by the dogs,guilt
i felt joy when i came to know christy that is when i became a christian,joy
when i broke the window pane of my next door neighbors house,fear
when my brother did not send me the transport money to resume my studies in time at unit,anger
when i heard that my nephew had passed away,sadness
when my father thought that i was an unreliable son,disgust
when i stole a book in class and the teacher caught me the rest of the class laughed at my attempt,shame
when i insulted an elderly person for no reason,guilt
when my uncle gave me my first years results i opened the envelope and my eyes ran into two b in and this meant that i had qualified for a major in economics,joy
i turned the knob of my granny two band radio and did not hear any broadcast what have i broken the knob how much does it cost what if the spare part is not available i did not know how to tune a radio,fear
i peeped into marines bedroom and saw two people marine and my stepped i thought why did she break her promises why had she invited me why do old men go for young girls,anger
when i missed the chance of becoming a graduate in mining engineering after having prayed one week in the church i was not even selected,sadness
i stormed into the room hoping to cool myself with some soft music from my three band radio cassette there was only young kale there and he explained your aunt has sold it as she wanted to buy clothes,disgust
when a lady i was flirting with told all my classmates that she was in second year while i was in first year everyone laughed and started looking at me,shame
my cousin knocked on the door looking for me to get her watch back i had given it to my girlfriend dizzy as a present,guilt
this was when the girl i was in love with accepted my proposal and everything went smoothly just as i had wanted it to it was contrary to my previous feelings of uncertainty about her response,joy
it was when i dream that i had encountered satin he wanted to grab me and take me to his kingdom he was very repulsive and i have never seen anything like that before,fear
this was when i found out that a cousin of mine had taken away my trousers without my consent,anger
when i failed a test at my primary school i was then in grade and we were about to take the main exam,sadness
this was when i saw for the first time a naked woman prostitute run away from a house after having been discovered by the guardian,disgust
this was when i was discovered stealing a piece of bread at home i was very hungry a few hours before supper,shame
when i was afraid to tell my sports teacher at secondary school that i had not participated in the sports activities the previous day,guilt
i was in grade we had an intercourse volleyball competition in scapula i was the youngest member of the team and i scored the winning goal using my head i jumped up with joy and fell down,joy
i was escorting a relative on a bike we passed by a dark road with bushes on each side half way down this road suddenly we saw a white dog appear from one side before we could do anything it had vanished and moreover it did not seem to have any legs,fear
the comrade staying next doors insulted me for what he called the misuse of his iron he called me stupid self centered et i wanted to punch him but instead went for a walk to the mining school to cool off,anger
a close relative was at odds with a very powerful firm all his things had been taken his dad had died a little before this event he gathered his children and vowed to give them a good life with a new start the words were hollow he bit back his tears i asked to be excused and then went and cried in the loo,sadness
a pig in the well from which we drink,disgust
my girlfriend had started going around with another boy her cousin also a friend of mine asked her as to who she preferred both of us were present and she chose the other guy,shame
i bumped my dads car in a lamp post he was not at home then neither was he home when i left for the campus i did not tell him about the accident and i will never tell him,guilt
i was at school when i received a letter from the dean of my school congratulating me for my performance at the previous years exam,joy
this was at secondary school a prefect framed up some case and took it to the deputy headmaster i was called by the headmaster and he threatened to suspend me,fear
when i travelled all the way to my former school to collect my certificate only to be told that i owed them some money i knew nothing about this,anger
my sister was in a hospital later in the evening we received the information that she had died,sadness
when at school i thought that i was going to get the best results in mathematics but it was someone else who got the prize,disgust
when i received a letter from my girlfriend telling me that she was engaged to an another man,shame
i felt guilty when i heard the results of my friend who had failed i wished that i had helped him,guilt
my being admitted to unit,joy
while paddling in the river during a storm i feared drowning,fear
i entrusted a friend with the delivery of some money to my father however he misused the money,anger
the loss of my mother,sadness
over an argument,disgust
at school being whipped by the teacher in front of the class,shame
when i had sufficient amount of money i brought more clothes for myself than for the children i felt bad about it,guilt
my first kiss,joy
when i saw a ghost,fear
my trousers zipper was open when i was at a public wedding,anger
when a friend left me and went back home for good,sadness
when i failed an exam,disgust
insulted my girlfriend during a petals,shame
i caught a close relative with the servant of the house,guilt
when i passed my form three exams,joy
the time i was threatened with expulsion from secondary school form four,fear
when i discovered that the people i trusted most were talking behind my back,anger
when i heard about the death of my aunt,sadness
when my brother promised me money but he failed to fulfill the promise,disgust
i was running in front of a crowd when i slipped and fell on a wet lawn,shame
when i took drugs,guilt
as the time to get the results drew near i became more and more anxious my friend called me and said you have passed my heart was full of joy,joy
i watched a very terrifying film in this film really pushed my heart out of my body and i was forced to go out before the second reel ended,fear
i have been hearing rumors that you have not been allowing people in your room he said this sentence really shot my heart i failed to find the right words instead i walked away without uttering a word,anger
one sturdy morning i had got ready to go out swimming with my friends unfortunately the weather did not permit it so we stayed indoors,sadness
one day i went to town to get my grocery on my way back i took a mini bus which was full of drunk students i felt very disgusted,disgust
i had gone to a bookshop to buy some books somehow i got very cross with the security guard checking through what i had bought i lost my temper and screamed at him later i felt very ashamed at myself as a lot of people i know were there,shame
i remember deceiving my brother i told him that i was going to attend the sundae service instead i went out to the town with a friend,guilt
when i heard that a close relative of mine had given birth at a very young age in a very remote area and had had very few problems,joy
the possibility of having failed the examination,fear
when someone chased me from his house,anger
when i realized that i did not have the basic things needed by a student like me,sadness
when some people including me are treated in a way which equates them to an animal or a thing,disgust
when someone i know was caught in an adultery situation,shame
when i did something wrong in the past and denied having done it when asked about it later,guilt
my girlfriend wrote to me telling me that she was four months pregnant and that i was responsible for the damages this made me happy as i longed to have a child to call mine,joy
the shooting started and we all lay down to protect ourselves from the flying bullets this incident occurred on our way to feria during the zambia army patrols in the rhodesia war,fear
i went to the dining hall and found that the cooks were cleaning the plates and there was no food for me and the blue birds security guards were busy eating the food that was supposed to be for me,anger
that afternoon i received two messages informing me one that my brother was in a coma in the uh suffering kidney disease and two that my uncle met with an accident on his way to the hospital to see my brother,sadness
this happened when i went to visit my friend in chelston and found him screwing my girlfriend,disgust
when i walked out of my room with only my pants on and found my girlfriend and her female friend looking for me outside,shame
my father caught me having sexual intercourse with my closest cousin there was nothing wrong with it but the female was too old for me,guilt
when a girl i wanted very much said yes and fell in love with me,joy
one evening when i had gone fishing with my friends we heard the roar of a lion near by and had to run for our lives,fear
when somebody stole my brothers disco machine,anger
when my uncle died,sadness
a classmate answered accidentally the call of nature in the class during a tough mathematics examination,disgust
i was double crossing my fiancée and one day she caught me red handed she forgave me later i was very ashamed of what i had done,shame
i took some money from my parents house without asking them for it and i was caught red handed,guilt
i was very happy when i discovered that i had passed my first year examination and was among the thirty students who would major in economics,joy
i was approaching my exam time and my books got stolen i was in a panic as i thought that i would not do well enough to be considered for the economics quota i cried a lot but that did not help and as the exam day came near a strange fear gripped me,fear
i was annoyed this particular day as it seemed that the odds were not in my favor my grandfather added fuel to the fire when i had an important appointment so i unleashed my anger on him,anger
it was the time i went home for my holidays only to find that my sister had passed away the news had been hidden from me so that i could take my exams,sadness
when i discovered that my mother had been involved in adultery,disgust
i was caught stealing food at my aunts place i had tried to hide the food i had taken from the pantry while my aunt was in the kitchen however she went to the pantry and discovered the stolen package,shame
dad had just married his second wife my stepmother and i did not like her so i went to the wardrobe and set fire to her dresses everyone suspected my brother and he had to bear the consequences nobody ever got to know that it was me who had done it,guilt
when i was accepted at unit,joy
when i heard a lion roar for the first time,fear
when a friend told me that my education had nothing to do with our discussion this friend has failed the grade what made me angry was that i had not used my education to argue,anger
when my beloved grandfather died,sadness
i was disgusted at the university wanting some of us to travel from our homes to the lectures here every day the way the whole thing was handled disgusted me,disgust
when i was leaving home i decided to leave without saying goodbye to my young brother my brother saw me and said will you not say goodbye to me he is only years old,shame
when i cheated my father about the book allowance at university he discovered that we were given per year for books,guilt
i experienced joy when i got the results i had made it to the second year,joy
when i was going home i saw something which looked like a snake on the road but later i found out that it was only a stick,fear
this happened recently i was in the dining hall and one of my friends with whom i was eating called me a fool,anger
i experienced this when my maternal grandmother passed away she was the last of my grand parents to pass away,sadness
this happened when i could not get into the school i had initially wanted and ended up doing something i had never thought i would do,disgust
i insulted the girl to whom i had proposed when she turned me down,shame
my mother had sent me to buy a few things the change i brought back was not right as i had given away some money to a friend thinking that she would not notice it however my mother told me that the change was not correct,guilt
when my first child was born,joy
i was walking through a thick forest and there was a big snake at a distance of about four meters,fear
when my daughter began staying away from classes at the age of nine only,anger
when my wife died in hospital she was pregnant and had undergone an operation,sadness
when my best friend started getting involved in my private affairs,disgust
i was very drunk at a certain wedding party and i got involved in a fight,shame
i send a word to my boss through my servant telling him that i would not report for work as i was not feeling well and that the doctor had refused to give me sick leave my intention was actually to go out of lustra for a weekend i left the same day and the following morning my boss found me in mongo i felt guilty when asked to explain things on my return,guilt
i received a letter of acceptance from unit,joy
we were driving at night and i realized that a car was following us,fear
i reached home to find that my baby had not been bathed and fed,anger
i saw a dead child which was not covered it had been knocked down by a car,sadness
i saw a friends husband with another woman,disgust
i scolded my sister without waiting for her explanation,shame
i accused my husband of being late deliberately when he came to pick me up from work,guilt
when i was appointed by the ministry of health to join the teaching staff of one of the medical colleges,joy
when i took blood from a patient for alcohol estimation and urine for some other examination he told me that something bad would happen to me as he would play magic on me,fear
when the dean of unit asked me to vacate a big flat i was occupying and take up a smaller one as i was becoming a full time student at unit,anger
when my close friend was involved in an accident and passed away instantly he had gone to buy a new car and had asked me to wait at his home so that i could see his new car,sadness
when i was told that the brother who was staying with me would not go to the training school that year but only the year after,disgust
a patient to whom i had given a powerful medicine shouted at me in front of many people i realized that he did so because he was very ill,shame
when i broke up my relationship with my former girlfriend as she would ask me irrelevant questions about my past,guilt
when i received my promotion letter,joy
i was sleeping when i heard the neighbors screaming i peeped through the window and saw a thief trying to enter my neighbors house,fear
i was annoyed when a person higher up asked me why a particular job was not done it was not my job to do it,anger
my brother came to tell me about some problems we had in the family i felt sad because i thought that if my mother had not gone away when this brother was younger things would have been different,sadness
i was in a train when a woman started talking loudly and attracting everybody attention the worst thing was that she was discussing something about which she knew nothing with another person,disgust
after a jogging session i had severe abdominal cramps and this lead to my wanting to empty my bladder my friends gathered around me and two of them had to help me to the toilet i was ashamed at having to go to the toilet in the presence of my friends,shame
a certain woman had asked me to make something for her and i kept putting it off when i finally made it i did not see her for days only to be told one day that she had collapsed and died i felt quite guilty as she had jokingly said that i might not do what she had requested me to do,guilt
when i was accepted for my third year at my former secondary school,joy
i had gone for a medical checkup at the uh and failed to make it back on time for the practical sessions at hours last academic year,fear
when i was mistreated by my stepmother,anger
when my aunt passed away in early,sadness
when i failed to secure employment after my form in lustra despite my excellent certificate,disgust
when i failed my grade exam at the first attempt in my father and the entire family thought that i was finished in life i really felt like hiding,shame
when i beat up a first year student at my secondary school in my capacity as the deputy head boy he had woken up late in the morning for manual work,guilt
when i heard that someone who is very close to me did very well in the exams despite having fooled around a lot,joy
when a drunkard barged into a room where my friend and i had run in order to get away from him we were all alone and all i could see was this hand coming towards me,fear
when a friend and me played a joke on our boyfriends her boyfriend came up and accused me of having planned the whole thing and said that i did not deserve my boyfriend he embarrassed me in front of a crowd,anger
when my family and i heard of the death of my grandfather we had seen him a few weeks earlier and it seemed that he had just been waiting to see us,sadness
when a boy put a handful of cooked potatoes down my dress and there was no water to clean up,disgust
when a soppy poem that i had written to a boy was found and every one read it and started teasing me about it,shame
when my boyfriend asked me to go out with him and i refused because i wanted to go out with another guy i did go out and my boyfriend found out,guilt
after a long time of no communication with him physical illness and worry my lover came to see me when i least expected to see him,joy
birds had made nests in our thatched roof and they were flying and flapping their wings in the bedroom at night it was very dark and i could not even see my nose i did not know that it was the birds till my mother told me so,fear
the juniors in our dormitory at school started to complain and make a lot of noise about the duties assigned to them by the prefect who was my classmate and was very cool and dull,anger
my elder sister scolded me in front of my younger sisters and cousins she said that i was very lazy and i felt so sad that i cried myself to sleep,sadness
on christian day a drunk man came to our house without a shirt on he danced spoke nonsense and behaved stupidly,disgust
when i wet my bed at boarding school,shame
my baby sister was months old and when i was trying to get her on my back she slipped and fell,guilt
my son was registered to get admission in grade one of the primary school the chances of him getting a place there was two weeks later i was informed that he had been enrolled,joy
when i came back from work one day the friends of my son told me that he had not come back from school and that he was lost,fear
my roommate locked up our room without specifying where i would find the keys i had to spend several hours in my other friends room,anger
i lost my grandfather whom i loved very much i had not known that he had been ill for a very time when i received this message he was already dead,sadness
the teacher of one course gave me questions with subquestions going from a to e for each question she asked me to do all this in one and a half hours it involved a lot of describing and explaining and even though i knew all the answers i could not finish the work,disgust
i forgot that the course instructor had directed us to go for special classes after the usual class hours i missed this the first day and when he asked me about it the next day i said that i had forgotten,shame
i was to inform the neighbor on my left that a robber had been spotted the same evening near the house of the neighbor in front i did not do it and the same day the thieves broke into this neighbors house,guilt
when my father bought me a suit,joy
after having taken an exam i feared having failed it,fear
i was badly beaten up by one of my friends during a wedding party,anger
i was very sad at hearing that my grandfather had passed away,sadness
i was disappointed by a girlfriend when i visited her at her home in woodlands,disgust
i was ashamed at being the only one to have got a c in assignment,shame
i was caught stealing a box of matches in the supermarket and had to plead guilty,guilt
when i heard that i had achieved a place in form i,joy
when i first came to the unit i did not know the kind of people i would find here and the kind of behavior they would have towards me,fear
i had gone home for a weekend and when i came back i found that my clothes and my bedding had been stolen,anger
when my father passed away,sadness
someone stole a note and the teacher thought that it was me when i was not responsible for the theft,disgust
when i failed the grade seven exams,shame
one day my mother went to visit her friends when she came back she scolded me for not having kept the house in order so i decided not to talk to her,guilt
when i saw my family after a separation of one year,joy
when my little sister was sick at home and i thought that she would die,fear
when i found out that my sister had been playing with my confidential things which she had taken from my handbag,anger
when one of my best friends committed suicide during these holidays,sadness
i am disgusted at the number of second year students who are pregnant illegitimately,disgust
when i got very low marks in one of the assignments,shame
when my aunt went out of her way to help me out with my financial problems,guilt
when i fell in love with x overnight i felt confidence selfesteem responsible and worthwhile,joy
when a thunder belt hit the roof top of the building i was in,fear
when my roommate locked me out deliberately before an exam due at hours,anger
when my friends died one after the other the first died in a car accident and the second one recently due to an illness,sadness
when my cousin put faces in my washing a silly idea which was meant to be a joke,disgust
getting drunk and creating a lot of trouble at a place i respect my friends home,shame
when i took a small boys share of chocolate he was our guest and so had been given a larger share of the sweets,guilt
the day i got a telegram telling me that i had been selected for a a at unit i felt happy because i had not expected to be selected,joy
the day i encountered a queer mamba face to face in a chunk of leaves behind our house,fear
when my friends tried to discriminate against my friendship with certain other friends which they thought was improper,anger
the day my teacher of satin and french died,sadness
the day i went to eat dinner in the dinning hall and found a dead fly in my gravy,disgust
i felt ashamed of myself the first time i drank as nobody in the family drinks i felt that i had let down my parents and my friends,shame
the day i came home drunk after having attended a disco party,guilt
i was very happy when i received the year end results as i was worried about how well i had done i was very happy to know that i had passed,joy
i was caught doing something i was not supposed to do i did something with the person who caught me bribe and even though he promised not to report me i am still frightened,fear
i told my friend something confidential which was supposed to remain between the two of us the next thing that happened was that a girl who is not even close to us came laughing and asked me to tell her about it i was very angry with my friend as i had trusted her,anger
i remember that when my mother died the day was sad and every time i think of it i am saddened by the loss of my mother,sadness
when thieves broke into our house i was disgusted by their behavior they did not find anything so they broke things like the windows glasses et,disgust
when i bribed the person who caught me doing something i was not supposed to have done i was very ashamed of what i had done,shame
i was caught doing something bad and i bribed the person who caught me later i felt very bad maybe i should have paid for my bad behavior,guilt
when i received a positive answer from my appeal to withdraw my registration at unit,joy
i was a passenger in a vehicle when suddenly another vehicle came from behind to overtake us however another one was coming right in front so the other vehicle changed course and blocked our way and so we crashed against the side of the road,fear
i was asked to stop studying economics a field which interested me by my employers,anger
when i learnt of the death of a friend,sadness
when i learnt that my offer to study at the university had been withdrawn and so i would not get hostel accommodation at unit even though i registered as a student later,disgust
my love proposal was turned down by a lady i really loved,shame
i came across a blind man sitting in one of the corridors and asking for money though i had some money i did not give him anything,guilt
when i first came to the campus,joy
when i was confronted by a policeman one night around of the clock i was afraid when they threatened to take me and my girl to the gallows,fear
when an argument with a friend of mine over our behavior towards another friend turned into a quarrel i lost my temper and nearly knocked him out,anger
when i lost my father in a car accident,sadness
when i was denied my favorite dish at the dinning hall shiva with roast chicken i felt disgusted,disgust
i felt ashamed when a friend i had always respected insulted me in public he was drunk,shame
when my library books were overdue and i did not have the money to pay for them,guilt
when i got my results i had passed the form i exams i had not expected to do so well,joy
when i was an exploration with my friends and almost got lost in an unfamiliar environment it was getting dark and we did not know how to get back home,fear
when my father did not get back from chapati on time he was thus holding back progress as everything depended on him i felt angry over his actions,anger
when my little brother passed away mysteriously at least from what i was told about it,sadness
when i saw a woman who had been run over by a train just off safe the woman had been cut to bits there was blood and splinters of bone every where,disgust
when i almost did something awful with a friend of mine and myself,shame
when i passed out a female friend of mine for no apparent reason i was under the influence of drugs and when i am like that i get mad at anyone however small the provocation,guilt
when i was accepted at unit,joy
when thieves broke into our neighbors house and later we heard gunshots,fear
when my aunt scolded me for something i was not responsible for a boy had come to our gate asking for me my aunt went out to see him i had neither met nor known the boy,anger
when my cousin passed away unexpectedly and tragically a murder,sadness
when my mother got a terrible beating from my father it was so bad that she fainted and it was only then that my dad realized how bad it was,disgust
when my friend had a child out of wedlock,shame
when i lied at home i told them that i was going to a christian meeting and i went to see my boyfriend instead,guilt
receiving my result slip pass on my birthday,joy
when we forced a friend to chew a poisonous herb in primary school his tongue was swollen and he told his mother about it the mother reported it to the headmaster who threatened to expel us,fear
at boarding school someone put a lot of tiny thorns on my bed when i complained everybody began teasing me and laughing at my inability to find out my enemies i lost my temper,anger
when my grandfather died,sadness
my roommate was drunk he vomited on the floor and fell face down on the vomit nearly choking himself to death then he fainted and so i called the first aid,disgust
as a kid my mother caught me stealing sugar and giving it to a neighbor,shame
i got into a bad fight in a bar and my friend received a bad cut above his left eye while trying to separate us,guilt
i felt very happy when i was accepted at unit for my studies i had not expected this as i had been ill during the exams,joy
i felt very frightened when a robber broke into our house and threatened to shoot my father if he did not part with some money i was looking at the man with his hand on the trigger,fear
a teacher at my former secondary school forced my darling to marry him the girl tried to refuse but her parents would not leave her alone,anger
when my sister died she was only sixteen when she was put to rest,sadness
when i witnessed an accident,disgust
when my father found me in bed with a girl we were deep in action when he entered the room,shame
i took my grandmothers money without telling her and when asked if it was me who had taken the money i denied it,guilt
when i won some coins in a small completion,joy
i went home late one evening and saw that the security lights were off i got inside the gate and just then i realized that the dogs may be outside,fear
my little niece who is very talkative suddenly became very naughty and began wetting her pants she did it one afternoon,anger
this morning during my sleep i had a feeling that somebody was attacking me i started crying in my sleep and then my roommate woke me up,sadness
when i learnt that my cousin sister was pregnant,disgust
my cousin and i were at the farm and at night we drunk like fools and made a lot of noise we had drunk two much of wine,shame
the fridge we had at home had a lock one day when i wanted something i unscrewed the door but unfortunately i was caught in the act,guilt
when i was selected for the university,joy
when i saw an accident a woman was run over and she died on the spot,fear
when my dress and a few other things were stolen from my wardrobe,anger
when my grandmother passed away,sadness
while watching a movie someone who was drunk started vomiting helplessly,disgust
when i ate my sisters food and then she found out that it was me i felt very ashamed but still refused to admit that it was me,shame
when i told a person something that had happened to my friend and this person went and told my friend,guilt
